Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Bon Barbecue,1,Agra,Tajganj,"North Indian, Chinese, Continental",1500,rupees,No,No,No,No,4,3.8,Yellow,Good,57,India
Chapter 1 Cafe,1,Agra,Tajganj,"Cafe, Italian, Mexican, North Indian, Continental",0,rupees,No,No,No,No,1,3.9,Yellow,Good,98,India
Pind Balluchi,1,Agra,Tajganj,"North Indian, Mughlai",900,rupees,No,No,No,No,3,3.7,Yellow,Good,175,India
Pizza Hut,1,Agra,Tajganj,"Italian, Pizza",700,rupees,No,No,No,No,2,4.4,Green,Very Good,134,India
Tea'se Me - Rooftop Tea Boutique,1,Agra,Tajganj,"Chinese, Italian, Continental, North Indian",1000,rupees,No,No,No,No,3,4.2,Green,Very Good,166,India
Thaaliwala,1,Agra,Tajganj,"North Indian, Fast Food",700,rupees,No,No,No,No,2,4.1,Green,Very Good,168,India
650 - The Global Kitchen,1,Ahmedabad,Ambavadi,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,rupees,No,No,No,No,3,4.2,Green,Very Good,1582,India
Patang - The Revolving Restaurant,1,Ahmedabad,Ashram Road,"Continental, Chinese, North Indian",1800,rupees,No,No,No,No,4,3.7,Yellow,Good,1315,India
Huber & Holly,1,Ahmedabad,Bodakdev,"Ice Cream, Desserts, Continental",300,rupees,No,Yes,No,No,1,4.5,Dark Green,Excellent,217,India
@Mango,1,Ahmedabad,Bodakdev,"North Indian, Continental, Mexican, Italian",800,rupees,No,No,No,No,3,4.1,Green,Very Good,769,India
Fozzie's Pizzaiolo,1,Ahmedabad,Bodakdev,"Pizza, Italian, Beverages, Desserts",900,rupees,No,Yes,No,No,3,4.3,Green,Very Good,731,India
La Pino'z Pizza,1,Ahmedabad,Bodakdev,"Pizza, Italian",500,rupees,No,Yes,No,No,2,4.4,Green,Very Good,113,India
Mocha,1,Ahmedabad,Bodakdev,"Cafe, Continental, Desserts",1000,rupees,No,Yes,No,No,3,4.4,Green,Very Good,944,India
Blue -  Rooftop Cafe Restaurant Bistro,1,Ahmedabad,C G Road,"North Indian, Cafe, Italian, Mexican, Continental",1000,rupees,No,Yes,No,No,3,3.8,Yellow,Good,63,India
MoMo Caf愆 - Courtyard By Marriott,1,Ahmedabad,"Courtyard By Marriott, Satellite","North Indian, South Indian, Asian, Continental",1400,rupees,No,No,No,No,3,3.6,Yellow,Good,375,India
Cryo Lab,1,Ahmedabad,Ellis Bridge,"Desserts, Ice Cream",350,rupees,No,No,No,No,2,4.6,Dark Green,Excellent,166,India
Swati Snacks,1,Ahmedabad,Ellis Bridge,"Fast Food, Street Food, South Indian",450,rupees,No,No,No,No,2,4.4,Green,Very Good,697,India
Brick Kitchen,1,Ahmedabad,Ghatlodia,"North Indian, Chinese, Continental",900,rupees,No,No,No,No,3,4.3,Green,Very Good,325,India
Kabir Restaurant,1,Ahmedabad,Gurukul,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,rupees,No,Yes,No,No,2,3.8,Yellow,Good,432,India
Puffizza,1,Ahmedabad,Gurukul,"Italian, Fast Food",700,rupees,No,Yes,No,No,2,4.3,Green,Very Good,744,India
Cafe Alfresco,1,Ahmedabad,Navrangpura,"Cafe, Beverages, Desserts, Pizza",700,rupees,No,Yes,No,No,2,4.0,Green,Very Good,404,India
The Cafe Baraco,1,Ahmedabad,Navrangpura,"Cafe, Italian",600,rupees,No,Yes,No,No,2,4.4,Green,Very Good,317,India
Nini's Kitchen,1,Ahmedabad,Prahlad Nagar,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,rupees,No,Yes,No,No,3,4.5,Dark Green,Excellent,1138,India
Yanki Sizzlers,1,Ahmedabad,Thaltej,"Continental, Italian, Chinese",1200,rupees,No,No,No,No,3,4.1,Green,Very Good,1041,India
The Garden Cafe - The Fern,1,Ahmedabad,"The Fern, Sola","North Indian, Italian, Asian, South Indian",1200,rupees,No,No,No,No,3,4.1,Green,Very Good,192,India
Mazzo,1,Ahmedabad,Vastrapur,"Cafe, American, Continental, Armenian, Fast Food",550,rupees,No,Yes,No,No,2,3.9,Yellow,Good,166,India
Turquoise Villa,1,Ahmedabad,Vastrapur,Continental,1200,rupees,No,No,No,No,3,4.0,Green,Very Good,535,India
Aryan Family's Delight,1,Allahabad,Civil Lines,"North Indian, South Indian, Fast Food",500,rupees,No,No,No,No,3,3.4,Orange,Average,57,India
Bean Here,1,Allahabad,Civil Lines,"Cafe, Fast Food",350,rupees,No,No,No,No,2,3.3,Orange,Average,76,India
Bikanerwala,1,Allahabad,Civil Lines,"North Indian, Street Food, Fast Food",500,rupees,No,No,No,No,3,3.2,Orange,Average,51,India
Dewsis,1,Allahabad,Civil Lines,"North Indian, Chinese",600,rupees,No,No,No,No,3,3.4,Orange,Average,99,India
Friends Forever,1,Allahabad,Civil Lines,"North Indian, Chinese",600,rupees,No,No,No,No,3,3.4,Orange,Average,83,India
Hotel Ravisha Continental,1,Allahabad,Civil Lines,"North Indian, South Indian, Chinese",600,rupees,No,No,No,No,3,3.4,Orange,Average,18,India
KFC,1,Allahabad,Civil Lines,"American, Fast Food",500,rupees,No,No,No,No,3,3.4,Orange,Average,58,India
McDonald's,1,Allahabad,Civil Lines,Fast Food,400,rupees,No,No,No,No,2,3.3,Orange,Average,53,India
Pind Balluchi,1,Allahabad,Civil Lines,"North Indian, Mughlai",800,rupees,No,No,No,No,3,3.2,Orange,Average,6,India
Pizza Hut,1,Allahabad,Civil Lines,"Italian, Pizza",700,rupees,No,No,No,No,3,3.4,Orange,Average,35,India
Subway,1,Allahabad,Civil Lines,"Fast Food, American, Salad, Healthy Food",400,rupees,No,No,No,No,2,3.4,Orange,Average,32,India
Tandoor Restaurant,1,Allahabad,Civil Lines,"North Indian, Chinese",500,rupees,No,No,No,No,3,3.2,Orange,Average,151,India
The BrewMaster,1,Allahabad,Civil Lines,"North Indian, Chinese, Italian",0,rupees,No,No,No,No,1,3.3,Orange,Average,49,India
The Tamarind Tree,1,Allahabad,Civil Lines,"South Indian, Chinese",500,rupees,No,No,No,No,3,3.4,Orange,Average,106,India
Cafe El Chico,1,Allahabad,Civil Lines,"Continental, Italian",1000,rupees,No,No,No,No,4,3.6,Yellow,Good,59,India
Eat On,1,Allahabad,Civil Lines,North Indian,200,rupees,No,No,No,No,1,3.7,Yellow,Good,105,India
Hot Stuff,1,Allahabad,Civil Lines,"North Indian, Fast Food",500,rupees,No,No,No,No,3,3.5,Yellow,Good,105,India
Paradise,1,Allahabad,Civil Lines,"Desserts, Fast Food",500,rupees,No,No,No,No,3,3.6,Yellow,Good,57,India
Sagar Ratna,1,Allahabad,Tagore Town,"South Indian, North Indian, Chinese, Continental",400,rupees,No,No,No,No,2,3.5,Yellow,Good,134,India
Moti Mahal Delux,1,Allahabad,"Vinayak City Centre Mall, Civil Lines","Mughlai, North Indian, Chinese",800,rupees,No,No,No,No,3,3.3,Orange,Average,58,India
Makhan Fish and Chicken Corner,1,Amritsar,Basant Nagar,"North Indian, Chinese",700,rupees,No,No,No,No,2,3.4,Orange,Average,345,India
Charming Chicken,1,Amritsar,Basant Nagar,North Indian,300,rupees,No,No,No,No,1,3.9,Yellow,Good,151,India
Ahuja Milk Bhandar,1,Amritsar,Hathi Gate,Beverages,100,rupees,No,No,No,No,1,4.0,Green,Very Good,52,India
Crystal Restaurant,1,Amritsar,INA Colony,"North Indian, Mughlai",800,rupees,No,No,No,No,3,3.4,Orange,Average,122,India
Brijwasi Chat Bhandar,1,Amritsar,INA Colony,Street Food,150,rupees,No,No,No,No,1,3.6,Yellow,Good,56,India
Bubby Fish & Chicken Corner,1,Amritsar,INA Colony,North Indian,300,rupees,No,No,No,No,1,3.5,Yellow,Good,91,India
Bon Gateau,1,Amritsar,Ranjit Avenue,"Cafe, Bakery, Fast Food",500,rupees,No,No,No,No,2,3.4,Orange,Average,26,India
The Yellow Chilli,1,Amritsar,Ranjit Avenue,"North Indian, Mughlai, Chinese",1200,rupees,No,No,No,No,3,3.4,Orange,Average,98,India
La Roma Pizzeria,1,Amritsar,Ranjit Avenue,"Fast Food, Italian",400,rupees,No,No,No,No,2,3.5,Yellow,Good,111,India
Sakhis Watz Kukin,1,Amritsar,Ranjit Avenue,"North Indian, Chinese",700,rupees,No,No,No,No,2,3.6,Yellow,Good,51,India
The Kulcha Land,1,Amritsar,Ranjit Avenue,"North Indian, Street Food",200,rupees,No,No,No,No,1,3.9,Yellow,Good,206,India
Shudh Restaurant,1,Amritsar,Town Hall,"North Indian, South Indian, Chinese, Fast Food",600,rupees,No,No,No,No,2,3.4,Orange,Average,44,India
Bade Bhai Ka Brothers' Dhaba,1,Amritsar,Town Hall,"North Indian, Fast Food",500,rupees,No,No,No,No,2,3.7,Yellow,Good,94,India
Bharawan Da Dhaba,1,Amritsar,Town Hall,"North Indian, Fast Food",500,rupees,No,No,No,No,2,3.5,Yellow,Good,461,India
Brothers Dhaba,1,Amritsar,Town Hall,North Indian,500,rupees,No,No,No,No,2,3.8,Yellow,Good,276,India
Brothers' Amritsari Dhaba,1,Amritsar,Town Hall,North Indian,400,rupees,No,No,No,No,2,3.8,Yellow,Good,71,India
Gurdas Ram Jalebi Wala,1,Amritsar,Town Hall,Mithai,100,rupees,No,No,No,No,1,4.1,Green,Very Good,104,India
Kesar Da Dhabha,1,Amritsar,Town Hall,North Indian,500,rupees,No,No,No,No,2,4.1,Green,Very Good,878,India
Beera Chicken Corner,1,Amritsar,White Avenue,North Indian,500,rupees,No,No,No,No,2,3.8,Yellow,Good,192,India
Surjit Food Plaza,1,Amritsar,White Avenue,North Indian,1000,rupees,No,No,No,No,3,3.5,Yellow,Good,96,India
Kanha Sweets,1,Amritsar,White Avenue,Fast Food,150,rupees,No,No,No,No,1,4.1,Green,Very Good,140,India
Kream N Krunch,1,Aurangabad,Akashwani,"North Indian, Chinese, Continental, Italian",800,rupees,No,No,No,No,3,3.6,Yellow,Good,240,India
Balbeer's Kitchen & Bar,1,Aurangabad,Chicalthana,"Italian, Continental, Chinese, North Indian",850,rupees,No,No,No,No,3,3.3,Orange,Average,65,India
Angeethi Restaurant,1,Aurangabad,CIDCO,"North Indian, Chinese",600,rupees,No,No,No,No,2,3.3,Orange,Average,63,India
Domino's Pizza,1,Aurangabad,CIDCO,Pizza,700,rupees,No,No,No,No,2,3.1,Orange,Average,19,India
Hotel Laadli,1,Aurangabad,CIDCO,"North Indian, South Indian",350,rupees,No,No,No,No,2,3.4,Orange,Average,46,India
Indiana Veg Restaurant,1,Aurangabad,CIDCO,"South Indian, North Indian, Chinese, Fast Food",450,rupees,No,No,No,No,2,3.4,Orange,Average,75,India
Madhuban Restaurant - Welcome Hotel Rama International,1,Aurangabad,CIDCO,"North Indian, Chinese, Continental, Italian, Mexican",1800,rupees,No,No,No,No,4,3.4,Orange,Average,94,India
Mauj Restaurant,1,Aurangabad,CIDCO,"Italian, Fast Food, North Indian, Chinese",500,rupees,No,No,No,No,2,3.3,Orange,Average,47,India
Naivedya,1,Aurangabad,CIDCO,North Indian,500,rupees,No,No,No,No,2,3.4,Orange,Average,71,India
d' Curry House,1,Aurangabad,"Hotel Green Olive, Nirala Bazar","Continental, Chinese, Biryani, North Indian",1000,rupees,No,No,No,No,3,3.6,Yellow,Good,73,India
Mokoholic Juice Bar,1,Aurangabad,Mondha,"Juices, Desserts",300,rupees,No,No,No,No,1,3.5,Yellow,Good,21,India
Ashoka's Veg Restaurant,1,Aurangabad,Nirala Bazar,"South Indian, Chinese, North Indian",400,rupees,No,No,No,No,2,3.3,Orange,Average,46,India
Kareem's Fine Dining,1,Aurangabad,Nirala Bazar,"Mughlai, Biryani",700,rupees,No,No,No,No,2,3.3,Orange,Average,45,India
That Baat,1,Aurangabad,Nirala Bazar,Maharashtrian,450,rupees,No,No,No,No,2,3.4,Orange,Average,34,India
Bhoj Restaurant,1,Aurangabad,Nirala Bazar,North Indian,450,rupees,No,No,No,No,2,3.7,Yellow,Good,89,India
Downside Up,1,Aurangabad,Nyay Nagar,"Cafe, Mughlai, North Indian",400,rupees,No,No,No,No,2,3.2,Orange,Average,8,India
Kareem's Kabab & Biryani,1,Aurangabad,"Prozone Mall, Chicalthana",Mughlai,650,rupees,No,No,No,No,2,3.4,Orange,Average,39,India
Great Sagar Restaurant,1,Aurangabad,Shahgunj,"North Indian, Mughlai",600,rupees,No,No,No,No,2,3.3,Orange,Average,74,India
Kailash Restaurant,1,Aurangabad,Usmanpura,"North Indian, Chinese, South Indian, Fast Food",450,rupees,No,No,No,No,2,3.3,Orange,Average,76,India
Yalla Yalla,1,Aurangabad,Usmanpura,"North Indian, Hyderabadi",500,rupees,No,No,No,No,2,3.3,Orange,Average,71,India
Sultans of Spice,1,Bangalore,"BluPetal Hotel, Koramangala","North Indian, Mughlai",1300,rupees,Yes,Yes,No,No,3,4.1,Green,Very Good,2416,India
The Fatty Bao - Asian Gastro Bar,1,Bangalore,Indiranagar,Asian,2400,rupees,Yes,Yes,No,No,4,4.7,Dark Green,Excellent,2369,India
Toit,1,Bangalore,Indiranagar,"Italian, American, Pizza",2000,rupees,No,No,No,No,4,4.8,Dark Green,Excellent,10934,India
Three Dots & A Dash,1,Bangalore,Indiranagar,"European, Continental",1300,rupees,Yes,No,No,No,3,3.9,Yellow,Good,1354,India
Bombay Brasserie,1,Bangalore,Indiranagar,Modern Indian,1500,rupees,No,Yes,No,No,3,4.2,Green,Very Good,231,India
Glen's Bakehouse,1,Bangalore,Indiranagar,"Bakery, Desserts, Cafe",800,rupees,No,No,No,No,2,4.0,Green,Very Good,3533,India
Onesta,1,Bangalore,Indiranagar,"Pizza, Cafe, Italian",600,rupees,No,Yes,No,No,2,4.3,Green,Very Good,1413,India
Onesta,1,Bangalore,JP Nagar,"Pizza, Cafe, Italian",600,rupees,No,No,No,No,2,4.6,Dark Green,Excellent,781,India
ECHOES Koramangala,1,Bangalore,Koramangala 5th Block,"Continental, American, Italian, North Indian, Chinese, Cafe",950,rupees,No,No,No,No,2,4.7,Dark Green,Excellent,276,India
Truffles,1,Bangalore,Koramangala 5th Block,"American, Burger, Cafe",800,rupees,No,Yes,No,No,2,4.7,Dark Green,Excellent,9667,India
The Black Pearl,1,Bangalore,Koramangala 5th Block,"North Indian, European, Mediterranean",1400,rupees,Yes,No,No,No,3,4.1,Green,Very Good,5385,India
Eat Street,1,Bangalore,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",400,rupees,No,Yes,No,No,1,4.3,Green,Very Good,753,India
Koramangala Social,1,Bangalore,Koramangala 7th Block,"Continental, American",1500,rupees,No,No,No,No,3,4.5,Dark Green,Excellent,1288,India
AB's - Absolute Barbecues,1,Bangalore,Marathahalli,"European, Mediterranean, North Indian",1400,rupees,No,No,No,No,3,4.6,Dark Green,Excellent,6907,India
Flechazo,1,Bangalore,Marathahalli,"Asian, Mediterranean, North Indian",1200,rupees,Yes,No,No,No,3,4.4,Green,Very Good,983,India
Onesta,1,Bangalore,New BEL Road,"Pizza, Cafe, Italian",600,rupees,No,No,No,No,2,4.6,Dark Green,Excellent,627,India
Communiti,1,Bangalore,Residency Road,Continental,1200,rupees,No,No,No,No,3,4.2,Green,Very Good,334,India
Big Brewsky,1,Bangalore,Sarjapur Road,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,rupees,Yes,Yes,No,No,3,4.5,Dark Green,Excellent,5705,India
Hoot,1,Bangalore,Sarjapur Road,"Continental, Italian, North Indian",1400,rupees,No,No,No,No,3,3.9,Yellow,Good,405,India
Farzi Cafe,1,Bangalore,UB City,Modern Indian,1500,rupees,No,No,No,No,3,4.4,Green,Very Good,754,India
Black N White Cafe,1,Bhopal,Arera Colony,"Cafe, Chinese, North Indian",200,rupees,No,No,No,No,1,3.3,Orange,Average,51,India
Maybe There,1,Bhopal,Arera Colony,Cafe,600,rupees,No,No,No,No,2,3.4,Orange,Average,63,India
Sagar Gaire Fast Food,1,Bhopal,Arera Colony,Fast Food,250,rupees,No,No,No,No,1,4.9,Dark Green,Excellent,427,India
The Kasbah,1,Bhopal,Arera Colony,"North Indian, Chinese",700,rupees,No,No,No,No,2,3.9,Yellow,Good,126,India
Bake N Shake,1,Bhopal,Arera Colony,Fast Food,500,rupees,No,No,No,No,2,4.2,Green,Very Good,223,India
10 Downing Street,1,Bhopal,"DB City, Maharana Pratap Nagar","North Indian, Chinese",1000,rupees,No,No,No,No,3,4.0,Green,Very Good,257,India
Chi Kitchen,1,Bhopal,"DB City, Maharana Pratap Nagar",Chinese,1000,rupees,No,No,No,No,3,4.0,Green,Very Good,103,India
Pizza Hut,1,Bhopal,"DB City, Maharana Pratap Nagar",Pizza,650,rupees,No,No,No,No,2,4.1,Green,Very Good,118,India
Kafe Kulture,1,Bhopal,Gulmohar Colony,"Cafe, Fast Food",600,rupees,No,No,No,No,2,3.8,Yellow,Good,98,India
Violet Hour,1,Bhopal,Kohefiza,Bakery,500,rupees,No,No,No,No,2,3.8,Yellow,Good,33,India
Bapu Ki Kutia,1,Bhopal,Maharana Pratap Nagar,"North Indian, Chinese, South Indian, Fast Food",550,rupees,No,No,No,No,2,3.5,Yellow,Good,175,India
Da pizzeria,1,Bhopal,Maharana Pratap Nagar,"Pizza, Italian, Fast Food",500,rupees,No,No,No,No,2,3.6,Yellow,Good,111,India
Papa Mexicano,1,Bhopal,Maharana Pratap Nagar,"Fast Food, Mexican, Tex-Mex",350,rupees,No,No,No,No,2,3.6,Yellow,Good,20,India
Bake N Shake,1,Bhopal,Maharana Pratap Nagar,Fast Food,500,rupees,No,No,No,No,2,4.1,Green,Very Good,103,India
Manohar Dairy And Restaurant,1,Bhopal,Maharana Pratap Nagar,"North Indian, South Indian, Street Food, Bakery",400,rupees,No,No,No,No,2,4.4,Green,Very Good,243,India
Manohar Dairy And Restaurant,1,Bhopal,Peer Gate Area,"North Indian, South Indian, Street Food, Bakery",400,rupees,No,No,No,No,2,4.1,Green,Very Good,238,India
Kebabsville - Sayaji Hotel,1,Bhopal,Sayaji Hotel,North Indian,1800,rupees,No,No,No,No,4,4.3,Green,Very Good,128,India
Indian Coffee House,1,Bhopal,TT Nagar,South Indian,500,rupees,No,No,No,No,2,3.9,Yellow,Good,161,India
The Urban Socialite,1,Bhopal,TT Nagar,"Italian, Mexican, Chinese",900,rupees,No,No,No,No,3,3.8,Yellow,Good,79,India
Bake N Shake,1,Bhopal,TT Nagar,Fast Food,500,rupees,No,No,No,No,2,4.3,Green,Very Good,120,India
Tyre Patty,1,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",Cafe,500,rupees,No,No,No,No,2,3.9,Yellow,Good,289,India
Silver Streak,1,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",Chinese,550,rupees,No,No,No,No,2,4.1,Green,Very Good,379,India
Barbeque Nation,1,Bhubaneshwar,Chandrasekharpur,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,rupees,No,No,No,No,3,4.6,Dark Green,Excellent,154,India
Central Perk 7,1,Bhubaneshwar,Chandrasekharpur,"Cafe, Charcoal Grill, Steak",600,rupees,No,No,No,No,2,4.5,Dark Green,Excellent,145,India
The Chicken Dinesty,1,Bhubaneshwar,Chandrasekharpur,"Fast Food, North Indian, Chinese",500,rupees,No,No,No,No,2,3.9,Yellow,Good,247,India
Taste Of China,1,Bhubaneshwar,Chandrasekharpur,Chinese,500,rupees,No,No,No,No,2,4.0,Green,Very Good,145,India
Michael's Kitchen,1,Bhubaneshwar,Gajapati Nagar,"North Indian, Asian, European",850,rupees,No,No,No,No,2,3.7,Yellow,Good,118,India
Mamma Mia - Mayfair Lagoon,1,Bhubaneshwar,"Mayfair Lagoon, Jayadev Vihar","Cafe, Italian, Mexican, Bakery",1400,rupees,No,No,No,No,3,4.1,Green,Very Good,256,India
99 North Restaurant,1,Bhubaneshwar,Patia,"North Indian, Chinese",450,rupees,No,No,No,No,1,3.6,Yellow,Good,173,India
Adda,1,Bhubaneshwar,Patia,"North Indian, Chinese, Mexican, Beverages",600,rupees,No,No,No,No,2,3.8,Yellow,Good,424,India
Chill Ummm,1,Bhubaneshwar,Patia,"Chinese, North Indian, Cafe",450,rupees,No,No,No,No,1,3.7,Yellow,Good,338,India
Lal Qila,1,Bhubaneshwar,Patia,"Mughlai, Chinese, North Indian",500,rupees,No,No,No,No,2,3.7,Yellow,Good,228,India
Richard's Kitchen & Coffee Bar,1,Bhubaneshwar,Patia,"Cafe, Chinese, Fast Food, Seafood",450,rupees,No,No,No,No,1,3.8,Yellow,Good,253,India
Aangan Horizon,1,Bhubaneshwar,Patia,"North Indian, Chinese, Continental",900,rupees,No,No,No,No,2,4.0,Green,Very Good,90,India
Brewberrys The Coffee Bar,1,Bhubaneshwar,Patia,Cafe,400,rupees,No,No,No,No,1,4.0,Green,Very Good,197,India
Chai Break,1,Bhubaneshwar,Patia,"Italian, Cafe, Chinese, Continental",800,rupees,No,No,No,No,2,4.3,Green,Very Good,69,India
JUGAAD JN.,1,Bhubaneshwar,Patia,"North Indian, Rajasthani",300,rupees,No,No,No,No,1,4.1,Green,Very Good,199,India
Cha cTea,1,Bhubaneshwar,Sahid Nagar,"Cafe, Tea",500,rupees,No,No,No,No,2,3.8,Yellow,Good,56,India
Food Fever,1,Bhubaneshwar,Sahid Nagar,"Chinese, North Indian",900,rupees,No,No,No,No,2,4.2,Green,Very Good,49,India
Mainland China,1,Bhubaneshwar,"The Crown, Nayapalli",Chinese,1500,rupees,No,No,No,No,3,4.3,Green,Very Good,345,India
Eram Rooftop,1,Bhubaneshwar,Unit 4,"Asian, Continental",400,rupees,No,No,No,No,1,3.5,Yellow,Good,89,India
The Night Factory,1,Chandigarh,Chandigarh Industrial Area,"North Indian, Chinese, Continental, Pizza",850,rupees,No,Yes,Yes,No,2,3.7,Yellow,Good,665,India
Brooklyn Central,1,Chandigarh,"Elante Mall, Chandigarh Industrial Area","American, Cafe",1600,rupees,No,No,No,No,3,4.2,Green,Very Good,676,India
Chili's,1,Chandigarh,"Elante Mall, Chandigarh Industrial Area","Mexican, American, Italian",1400,rupees,No,Yes,No,No,3,4.3,Green,Very Good,970,India
Kylin Experience,1,Chandigarh,"Elante Mall, Chandigarh Industrial Area","Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,rupees,No,No,No,No,3,4.1,Green,Very Good,300,India
Mocha,1,Chandigarh,"Elante Mall, Chandigarh Industrial Area","Continental, Italian, Thai, Finger Food",1400,rupees,No,No,No,No,3,4.0,Green,Very Good,428,India
Pirates of Grill,1,Chandigarh,"Elante Mall, Chandigarh Industrial Area","North Indian, Continental, Asian",1200,rupees,No,No,No,No,3,4.0,Green,Very Good,1022,India
Barbeque Nation,1,Chandigarh,Sector 26,"North Indian, Chinese",1300,rupees,No,No,No,No,3,4.5,Dark Green,Excellent,1450,India
TGI Friday's,1,Chandigarh,Sector 26,"American, Tex-Mex",1800,rupees,No,No,No,No,3,4.3,Green,Very Good,228,India
Pal Dhaba,1,Chandigarh,Sector 28,North Indian,700,rupees,No,No,No,No,2,3.8,Yellow,Good,982,India
Midnight Chef,1,Chandigarh,Sector 35,"North Indian, Chinese, Continental, Italian, Burger",1000,rupees,No,Yes,No,No,3,3.4,Orange,Average,502,India
Nik Baker's,1,Chandigarh,Sector 35,"Bakery, Desserts, Cafe",650,rupees,No,No,No,No,2,4.1,Green,Very Good,698,India
OvenFresh,1,Chandigarh,Sector 35,"Cafe, Bakery",650,rupees,No,No,No,No,2,4.1,Green,Very Good,397,India
Super Donuts,1,Chandigarh,Sector 35,"Burger, Fast Food, Desserts, Beverages",450,rupees,No,Yes,No,No,1,4.0,Green,Very Good,265,India
Taco Bell,1,Chandigarh,Sector 35,"Mexican, Fast Food",600,rupees,No,Yes,No,No,2,4.2,Green,Very Good,252,India
Karim's,1,Chandigarh,Sector 7,"Mughlai, North Indian",800,rupees,No,No,No,No,2,3.3,Orange,Average,86,India
Virgin Courtyard,1,Chandigarh,Sector 7,Italian,2200,rupees,No,No,No,No,4,4.4,Green,Very Good,817,India
Burgrill,1,Chandigarh,Sector 8,"Burger, Fast Food",500,rupees,No,Yes,No,No,2,4.5,Dark Green,Excellent,249,India
Uncle Jack's,1,Chandigarh,Sector 8,"Desserts, American",600,rupees,No,No,No,No,2,4.0,Green,Very Good,356,India
That Madras Place,1,Chennai,Adyar,"European, Italian, Desserts",800,rupees,Yes,Yes,No,No,2,4.2,Green,Very Good,1810,India
Haunted,1,Chennai,Anna Nagar East,"North Indian, Chinese, Arabian",800,rupees,Yes,Yes,No,No,2,3.8,Yellow,Good,519,India
Pantry d'or,1,Chennai,Anna Nagar East,"Continental, Cafe, Italian, Desserts",750,rupees,Yes,Yes,No,No,2,4.4,Green,Very Good,1504,India
Palmshore,1,Chennai,Ashok Nagar,"North Indian, Mughlai, Chinese, South Indian",850,rupees,Yes,Yes,No,No,2,4.2,Green,Very Good,841,India
Chili's,1,Chennai,"Express Avenue Mall,  Royapettah","Mexican, American, Tex-Mex, Burger",1700,rupees,Yes,Yes,No,No,3,4.8,Dark Green,Excellent,1262,India
Writer's Cafe,1,Chennai,Gopalapuram,"Cafe, European",450,rupees,No,Yes,No,No,1,4.2,Green,Very Good,191,India
Fusilli Reasons,1,Chennai,Kilpauk,Italian,350,rupees,No,No,No,No,1,4.6,Dark Green,Excellent,1510,India
Ciclo Cafe,1,Chennai,Kotturpuram,"Cafe, Continental",1100,rupees,No,No,No,No,3,4.1,Green,Very Good,1004,India
Kaidi Kitchen,1,Chennai,Mylapore,"Italian, Mexican, Chinese, Thai, North Indian",1500,rupees,Yes,Yes,No,No,3,4.0,Green,Very Good,1820,India
Bombay Brasserie,1,Chennai,Nungambakkam,North Indian,1200,rupees,Yes,Yes,No,No,3,4.6,Dark Green,Excellent,1753,India
Maplai,1,Chennai,Nungambakkam,"South Indian, Chettinad",1000,rupees,Yes,No,No,No,3,4.2,Green,Very Good,1714,India
Paradise,1,Chennai,Perungudi,"Biryani, North Indian",900,rupees,No,Yes,No,No,2,3.8,Yellow,Good,1317,India
L'amandier,1,Chennai,RA Puram,"European, Cafe, Italian",1200,rupees,Yes,Yes,No,No,3,4.3,Green,Very Good,1607,India
Palmshore,1,Chennai,Ramapuram,"North Indian, Mughlai, Chinese, South Indian",850,rupees,Yes,Yes,No,No,2,4.4,Green,Very Good,645,India
Palmshore,1,Chennai,Santhome,"North Indian, Mughlai, Chinese, South Indian",850,rupees,Yes,Yes,No,No,2,4.3,Green,Very Good,742,India
Basil With A Twist,1,Chennai,T. Nagar,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1500,rupees,Yes,Yes,No,No,3,4.5,Dark Green,Excellent,1210,India
Barbeque Nation,1,Chennai,T. Nagar,"North Indian, Continental",2000,rupees,No,No,No,No,4,4.4,Green,Very Good,3848,India
AB's - Absolute Barbecues,1,Chennai,Velachery,"North Indian, European, Mediterranean",1600,rupees,No,No,No,No,3,4.9,Dark Green,Excellent,859,India
Coal Barbecues,1,Chennai,Velachery,"North Indian, Mediterranean, Asian, Arabian",1400,rupees,No,No,No,No,3,4.6,Dark Green,Excellent,1267,India
Pind,1,Chennai,Velachery,"North Indian, Chinese",900,rupees,Yes,No,No,No,2,4.0,Green,Very Good,2272,India
Kuchi n Kream,1,Coimbatore,Gandhipuram,"Cafe, Continental, Fast Food",800,rupees,No,Yes,No,No,3,4.6,Dark Green,Excellent,202,India
Haribhavanam Hotel,1,Coimbatore,Peelamedu,"South Indian, Chettinad, North Indian",600,rupees,No,No,No,No,2,3.9,Yellow,Good,318,India
